record_id,category,entity_id,name_en,name_zh,claim,claim_type,value,unit,evidence_grade,source,url,year,verify,notes,tags
POL-SP1-targets_by_2028-smart_farms,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: smart_farms,target,200,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-smart_pastures,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: smart_pastures,target,50,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-smart_fisheries,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: smart_fisheries,target,20,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-digital_government_scenarios,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: digital_government_scenarios,target,>= 7,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-precision_insurance_counties,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: precision_insurance_counties,target,176,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-microclimate_station_counties,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: microclimate_station_counties,target,66,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-smart_fertigation_counties,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: smart_fertigation_counties,target,40,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-smart_fertigation_area_mu,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: smart_fertigation_area_mu,target,1650000,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-regional_machinery_service_centres,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: regional_machinery_service_centres,target,>= 200,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-intelligent_machinery_equipment_rate,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: intelligent_machinery_equipment_rate,target,0.6,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-drones,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: drones,target,15000,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-licensed_pilots,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: licensed_pilots,target,5000,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-low_altitude_scenarios,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: low_altitude_scenarios,target,100,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-digital_farm_factories,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: digital_farm_factories,target,>= 50,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-upgraded_modern_parks,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: upgraded_modern_parks,target,50,,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-targets_by_2028-smart_agriculture_leading_zones,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,targets_by_2028: smart_agriculture_leading_zones,target,"[1, 3]",,B,curated:config,,2025,True,"policy commitment, NOT realised adoption",target
POL-SP1-baseline_2025-microclimate_station_counties,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,baseline_2025: microclimate_station_counties,baseline,36,,B,curated:config,,2025,True,stated starting point,baseline
POL-SP1-baseline_2025-smart_fertigation_counties,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,baseline_2025: smart_fertigation_counties,baseline,13,,B,curated:config,,2025,True,stated starting point,baseline
POL-SP1-baseline_2025-smart_fertigation_area_mu,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,baseline_2025: smart_fertigation_area_mu,baseline,540000,,B,curated:config,,2025,True,stated starting point,baseline
POL-SP1-baseline_2025-regional_machinery_service_centres,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,baseline_2025: regional_machinery_service_centres,baseline,50,,B,curated:config,,2025,True,stated starting point,baseline
POL-SP1-baseline_2025-terminals_to_upgrade,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,baseline_2025: terminals_to_upgrade,baseline,26000,,B,curated:config,,2025,True,stated starting point,baseline
POL-SP1-baseline_2025-low_altitude_scenarios,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,baseline_2025: low_altitude_scenarios,baseline,20,,B,curated:config,,2025,True,stated starting point,baseline
POL-SP1-baseline_2025-digital_map_pilot_prefectures,policy,SP1,Sichuan Smart Agriculture Action Plan (2025-2028),,baseline_2025: digital_map_pilot_prefectures,baseline,7,,B,curated:config,,2025,True,stated starting point,baseline
POL-SP2-DOC,policy,SP2,Implementation Plan for Vigorously Developing Smart Agriculture,大力发展智慧农业实施方案,implementation pathway and departmental responsibilities,policy_document,,,B,curated:config,,2025,True,scope=provincial; ref=川农发〔2025〕19号,policy_document|provincial
POL-SP3-DOC,policy,SP3,Sichuan 14th Five-Year Plan for Agricultural and Rural Informatisation,"四川省农业农村信息化""十四五""规划","Establishes the 2020-2024 baseline period: platform building, standards and pilots, before the shift to scale-up.",policy_document,,,B,curated:config,,2021,False,scope=provincial; ref=,policy_document|provincial
POL-SP4-DOC,policy,SP4,Sichuan machinery purchase subsidy and operation subsidy pilots,四川省农机购置补贴实施方案 / 农机作业补贴试点,calibration precedent for P2,policy_document,,,B,curated:config,,rolling,False,scope=provincial; ref=,policy_document|provincial
POL-SP5-DOC,policy,SP5,Policy agricultural insurance including full-cost insurance,政策性农业保险（三大粮食作物完全成本保险等）,baseline for instrument P6,policy_document,,,A,curated:config,,rolling,False,scope=provincial; ref=,policy_document|provincial
POL-SP6-DOC,policy,SP6,Sichuan No.1 Document (annual rural work directive),四川省委一号文件,Annual political signal; used to set the budget growth rate prior in the SD layer rather than any specific instrument parameter.,policy_document,,,A,curated:config,,annual,False,scope=provincial; ref=,policy_document|provincial
POL-P1-INST,policy,P1,Equipment purchase subsidy,设备购置补贴,"Lowers K (acquisition cost) in the adoption value function, and the disbursement lag interacts with the liquidity constraint: a farmer who must pay up front and wait 120 days for reimbursement faces a real cost far above the nominal net price. This is why lag is a decision variable and not a fixed constant.",mechanism,,,C,curated:config,,,False,"targets=['T2', 'T3']; sd_stock=government_budget; equity=poor_favours_large_operators",instrument|T2|T3
POL-P1-DV-subsidy_rate,policy,P1,Equipment purchase subsidy,,decision variable: subsidy_rate,parameter,"{'default': 0.3, 'range': [0.0, 0.6]}",,C,curated:config,,,True,,decision_variable
POL-P1-DV-cap_per_farm,policy,P1,Equipment purchase subsidy,,decision variable: cap_per_farm,parameter,"{'default': 25000.0, 'range': [0.0, 100000.0]}",,C,curated:config,,,True,,decision_variable
POL-P1-DV-eligibility_min_area_mu,policy,P1,Equipment purchase subsidy,,decision variable: eligibility_min_area_mu,parameter,"{'default': 0.0, 'range': [0.0, 100.0]}",,C,curated:config,,,True,,decision_variable
POL-P1-DV-disbursement_lag_days,policy,P1,Equipment purchase subsidy,,decision variable: disbursement_lag_days,parameter,"{'default': 120, 'range': [15, 365]}",,C,curated:config,,,True,,decision_variable
POL-P1-SE-863156,policy,P1,Equipment purchase subsidy,,biases towards larger operators with the cash to pre-finance,mechanism,,,C,curated:config,,,False,,side_effect
POL-P1-SE-634446,policy,P1,Equipment purchase subsidy,,can produce idle or duplicated equipment,mechanism,,,C,curated:config,,,False,,side_effect
POL-P1-SE-148207,policy,P1,Equipment purchase subsidy,,"does nothing about maintenance, which is where failure actually bites",mechanism,,,C,curated:config,,,False,,side_effect
POL-P2-INST,policy,P2,Per-mu service voucher,按亩服务券,"Reduces the per-mu price of purchased services, shifting the adoption choice from ownership towards the service mode. Because it raises DEMAND without raising CAPACITY, on its own it lengthens queues, and under a correlated shock it can lower realised efficacy for everyone. The interaction between P2 and P3 is the single most policy-relevant non-linearity in the model.",mechanism,,,C,curated:config,,,False,"targets=['T3', 'T2']; sd_stock=government_budget; equity=favourable",instrument|T3|T2
POL-P2-DV-voucher_value_per_mu,policy,P2,Per-mu service voucher,,decision variable: voucher_value_per_mu,parameter,"{'default': 5.0, 'range': [0.0, 15.0]}",,C,curated:config,,,True,,decision_variable
POL-P2-DV-max_mu_per_farm,policy,P2,Per-mu service voucher,,decision variable: max_mu_per_farm,parameter,"{'default': 30.0, 'range': [0.0, 200.0]}",,C,curated:config,,,True,,decision_variable
POL-P2-DV-targeting,policy,P2,Per-mu service voucher,,decision variable: targeting,parameter,"{'default': 'smallholder', 'options': ['universal', 'smallholder', 'remote', 'mountain']}",,C,curated:config,,,True,,decision_variable
POL-P2-DV-validity_days,policy,P2,Per-mu service voucher,,decision variable: validity_days,parameter,"{'default': 180, 'range': [30, 365]}",,C,curated:config,,,True,,decision_variable
POL-P2-SE-372275,policy,P2,Per-mu service voucher,,congestion and delayed operations at peak,mechanism,,,C,curated:config,,,False,,side_effect
POL-P2-SE-361179,policy,P2,Per-mu service voucher,,remote farmers still served last despite holding vouchers,mechanism,,,C,curated:config,,,False,,side_effect
POL-P3-INST,policy,P3,Service capacity expansion (regional machinery service centres),区域农机社会化服务中心扩容,"Raises the capacity stock that determines queue length and expected wait, which enters the provider effort problem through the agent reservation utility and the farmer access cost.",mechanism,,,C,curated:config,,,False,targets=['T3']; sd_stock=service_capacity; equity=depends_on_allocation,instrument|T3
POL-P3-DV-new_centres_per_year,policy,P3,Service capacity expansion (regional machinery service centres),,decision variable: new_centres_per_year,parameter,"{'default': 25, 'range': [0, 80]}",,C,curated:config,,,True,,decision_variable
POL-P3-DV-units_per_centre,policy,P3,Service capacity expansion (regional machinery service centres),,decision variable: units_per_centre,parameter,"{'default': 8, 'range': [2, 30]}",,C,curated:config,,,True,,decision_variable
POL-P3-DV-mountain_allocation_share,policy,P3,Service capacity expansion (regional machinery service centres),,decision variable: mountain_allocation_share,parameter,"{'default': 0.25, 'range': [0.0, 0.8]}",,C,curated:config,,,True,,decision_variable
POL-P4-INST,policy,P4,Digital skills training,数字技能培训,"Raises digital literacy, which lowers the learning cost term and raises the probability of reaching the effectively-used state. Skill decays without follow-up, so one-off training campaigns produce a transient bump that the model will show fading.",mechanism,,,C,curated:config,,,False,"targets=['T1', 'T2', 'T3']; sd_stock=capable_farmers; equity=favourable_if_targeted",instrument|T1|T2|T3
POL-P4-DV-slots_per_year,policy,P4,Digital skills training,,decision variable: slots_per_year,parameter,"{'default': 3000, 'range': [0, 20000]}",,C,curated:config,,,True,,decision_variable
POL-P4-DV-followup_support,policy,P4,Digital skills training,,decision variable: followup_support,parameter,"{'default': False, 'options': [True, False]}",,C,curated:config,,,True,,decision_variable
POL-P4-DV-skill_gain,policy,P4,Digital skills training,,decision variable: skill_gain,parameter,"{'default': 0.12, 'range': [0.02, 0.3]}",,C,curated:config,,,True,,decision_variable
POL-P4-DV-decay_rate_annual,policy,P4,Digital skills training,,decision variable: decay_rate_annual,parameter,"{'default': 0.2, 'range': [0.0, 0.5]}",,C,curated:config,,,True,,decision_variable
POL-P5-INST,policy,P5,Warning plus emergency operation guarantee,预警＋应急作业保障,"Combines information with reserved operating capacity, so that a warning can actually be acted on during a correlated shock. Designed specifically to break the D2 and D3 failure mode where everyone is warned simultaneously and nobody can get served.",mechanism,,,C,curated:config,,,False,"targets=['T1', 'T3']; sd_stock=['infrastructure', 'service_capacity']; equity=favourable",instrument|T1|T3
POL-P5-DV-lead_time_gain_days,policy,P5,Warning plus emergency operation guarantee,,decision variable: lead_time_gain_days,parameter,"{'default': 0.5, 'range': [0.0, 2.0]}",,C,curated:config,,,True,,decision_variable
POL-P5-DV-reserved_capacity_share,policy,P5,Warning plus emergency operation guarantee,,decision variable: reserved_capacity_share,parameter,"{'default': 0.1, 'range': [0.0, 0.4]}",,C,curated:config,,,True,,decision_variable
POL-P5-DV-false_alarm_penalty,policy,P5,Warning plus emergency operation guarantee,,decision variable: false_alarm_penalty,parameter,"{'default': 0.05, 'range': [0.0, 0.2]}",,C,curated:config,,,True,,decision_variable
POL-P6-INST,policy,P6,Precision insurance with remote sensing loss assessment,精准农业保险与遥感核损,"Changes the outcome distribution the farmer faces rather than the production function, so it acts directly on the risk-aversion channel: it lowers the effective c1 and therefore, through Proposition 1, shifts the equilibrium contract form and the effort the provider supplies. Payout speed governs post-shock replanting and recovery time.",mechanism,,,C,curated:config,,,False,targets=['T6']; sd_stock=government_budget; equity=mixed,instrument|T6
POL-P6-DV-premium_subsidy_rate,policy,P6,Precision insurance with remote sensing loss assessment,,decision variable: premium_subsidy_rate,parameter,"{'default': 0.6, 'range': [0.0, 0.9]}",,C,curated:config,,,True,,decision_variable
POL-P6-DV-payout_lag_days,policy,P6,Precision insurance with remote sensing loss assessment,,decision variable: payout_lag_days,parameter,"{'default': 60, 'range': [7, 180]}",,C,curated:config,,,True,,decision_variable
POL-P6-DV-coverage_ratio,policy,P6,Precision insurance with remote sensing loss assessment,,decision variable: coverage_ratio,parameter,"{'default': 0.55, 'range': [0.2, 1.0]}",,C,curated:config,,,True,,decision_variable
POL-P6-DV-basis_risk,policy,P6,Precision insurance with remote sensing loss assessment,,decision variable: basis_risk,parameter,"{'default': 0.15, 'range': [0.0, 0.4]}",,C,curated:config,,,True,,decision_variable
POL-P6-SE-249962,policy,P6,Precision insurance with remote sensing loss assessment,,basis risk and algorithmic exclusion of atypical plots,mechanism,,,C,curated:config,,,False,,side_effect
POL-P6-SE-94602,policy,P6,Precision insurance with remote sensing loss assessment,,claim processing congestion after correlated events,mechanism,,,C,curated:config,,,False,,side_effect
POL-P7-INST,policy,P7,Mountain and hill adaptation investment,山地适配投资,"Raises the terrain-fit multiplier for hill and mountain agents, which otherwise caps achievable efficacy regardless of how much subsidy is spent. The instrument that most directly addresses the spatial equity objective.",mechanism,,,C,curated:config,,,False,"targets=['T2', 'T3']; sd_stock=service_capacity; equity=strongly_favourable",instrument|T2|T3
POL-P7-DV-light_equipment_share,policy,P7,Mountain and hill adaptation investment,,decision variable: light_equipment_share,parameter,"{'default': 0.2, 'range': [0.0, 0.6]}",,C,curated:config,,,True,,decision_variable
POL-P7-DV-remote_service_points,policy,P7,Mountain and hill adaptation investment,,decision variable: remote_service_points,parameter,"{'default': 10, 'range': [0, 60]}",,C,curated:config,,,True,,decision_variable
POL-P7-DV-transport_support,policy,P7,Mountain and hill adaptation investment,,decision variable: transport_support,parameter,"{'default': 0.0, 'range': [0.0, 1.0]}",,C,curated:config,,,True,,decision_variable
